cod_IBGE,Município__SINISA,Município__IBGE,Macrorregião__SINISA,Macrorregião__IBGE,UF__SINISA,UF__IBGE
2505907,Emas,Emas,Nordeste,Nordeste,PB,Paraíba
2506004,Esperança,Esperança,Nordeste,Nordeste,PB,Paraíba
2506103,Fagundes,Fagundes,Nordeste,Nordeste,PB,Paraíba
2506202,Frei Martinho,Frei Martinho,Nordeste,Nordeste,PB,Paraíba
2506251,Gado Bravo,Gado Bravo,Nordeste,Nordeste,PB,Paraíba
2506301,Guarabira,Guarabira,Nordeste,Nordeste,PB,Paraíba
2506400,Gurinhém,Gurinhém,Nordeste,Nordeste,PB,Paraíba
2506509,Gurjão,Gurjão,Nordeste,Nordeste,PB,Paraíba
2506608,Ibiara,Ibiara,Nordeste,Nordeste,PB,Paraíba
2506707,Imaculada,Imaculada,Nordeste,Nordeste,PB,Paraíba
2506806,Ingá,Ingá,Nordeste,Nordeste,PB,Paraíba
2506905,Itabaiana,Itabaiana,Nordeste,Nordeste,PB,Paraíba
2507002,Itaporanga,Itaporanga,Nordeste,Nordeste,PB,Paraíba
2507200,Itatuba,Itatuba,Nordeste,Nordeste,PB,Paraíba
2507309,Jacaraú,Jacaraú,Nordeste,Nordeste,PB,Paraíba
2507408,Jericó,Jericó,Nordeste,Nordeste,PB,Paraíba
2507507,João Pessoa,João Pessoa,Nordeste,Nordeste,PB,Paraíba
2507606,Juarez Távora,Juarez Távora,Nordeste,Nordeste,PB,Paraíba
2507705,Juazeirinho,Juazeirinho,Nordeste,Nordeste,PB,Paraíba
2507804,Junco do Seridó,Junco do Seridó,Nordeste,Nordeste,PB,Paraíba
2507903,Juripiranga,Juripiranga,Nordeste,Nordeste,PB,Paraíba
2508000,Juru,Juru,Nordeste,Nordeste,PB,Paraíba
2508109,Lagoa,Lagoa,Nordeste,Nordeste,PB,Paraíba
2508208,Lagoa de Dentro,Lagoa de Dentro,Nordeste,Nordeste,PB,Paraíba
2508307,Lagoa Seca,Lagoa Seca,Nordeste,Nordeste,PB,Paraíba
2508406,Lastro,Lastro,Nordeste,Nordeste,PB,Paraíba
2508505,Livramento,Livramento,Nordeste,Nordeste,PB,Paraíba
2508554,Logradouro,Logradouro,Nordeste,Nordeste,PB,Paraíba
2508604,Lucena,Lucena,Nordeste,Nordeste,PB,Paraíba
2508802,Malta,Malta,Nordeste,Nordeste,PB,Paraíba
2508901,Mamanguape,Mamanguape,Nordeste,Nordeste,PB,Paraíba
2509008,Manaíra,Manaíra,Nordeste,Nordeste,PB,Paraíba
2509057,Marcação,Marcação,Nordeste,Nordeste,PB,Paraíba
2509107,Mari,Mari,Nordeste,Nordeste,PB,Paraíba
2509156,Marizópolis,Marizópolis,Nordeste,Nordeste,PB,Paraíba
2509206,Massaranduba,Massaranduba,Nordeste,Nordeste,PB,Paraíba
2509305,Mataraca,Mataraca,Nordeste,Nordeste,PB,Paraíba
2509339,Matinhas,Matinhas,Nordeste,Nordeste,PB,Paraíba
2509370,Mato Grosso,Mato Grosso,Nordeste,Nordeste,PB,Paraíba
2509396,Maturéia,Maturéia,Nordeste,Nordeste,PB,Paraíba
2509404,Mogeiro,Mogeiro,Nordeste,Nordeste,PB,Paraíba
2509503,Montadas,Montadas,Nordeste,Nordeste,PB,Paraíba
2509602,Monte Horebe,Monte Horebe,Nordeste,Nordeste,PB,Paraíba
2509701,Monteiro,Monteiro,Nordeste,Nordeste,PB,Paraíba
2509800,Mulungu,Mulungu,Nordeste,Nordeste,PB,Paraíba
2509909,Natuba,Natuba,Nordeste,Nordeste,PB,Paraíba
2510006,Nazarezinho,Nazarezinho,Nordeste,Nordeste,PB,Paraíba
2510105,Nova Floresta,Nova Floresta,Nordeste,Nordeste,PB,Paraíba
2510204,Nova Olinda,Nova Olinda,Nordeste,Nordeste,PB,Paraíba
2510303,Nova Palmeira,Nova Palmeira,Nordeste,Nordeste,PB,Paraíba
2510402,Olho d Água,Olho d'Água,Nordeste,Nordeste,PB,Paraíba
2510501,Olivedos,Olivedos,Nordeste,Nordeste,PB,Paraíba
2510600,Ouro Velho,Ouro Velho,Nordeste,Nordeste,PB,Paraíba
2510659,Parari,Parari,Nordeste,Nordeste,PB,Paraíba
2510709,Passagem,Passagem,Nordeste,Nordeste,PB,Paraíba
2510808,Patos,Patos,Nordeste,Nordeste,PB,Paraíba
2510907,Paulista,Paulista,Nordeste,Nordeste,PB,Paraíba
2511004,Pedra Branca,Pedra Branca,Nordeste,Nordeste,PB,Paraíba
2511103,Pedra Lavrada,Pedra Lavrada,Nordeste,Nordeste,PB,Paraíba
2511202,Pedras de Fogo,Pedras de Fogo,Nordeste,Nordeste,PB,Paraíba
2511301,Piancó,Piancó,Nordeste,Nordeste,PB,Paraíba
2511400,Picuí,Picuí,Nordeste,Nordeste,PB,Paraíba
2511509,Pilar,Pilar,Nordeste,Nordeste,PB,Paraíba
2511608,Pilões,Pilões,Nordeste,Nordeste,PB,Paraíba
2511707,Pilõezinhos,Pilõezinhos,Nordeste,Nordeste,PB,Paraíba
2511806,Pirpirituba,Pirpirituba,Nordeste,Nordeste,PB,Paraíba
2511905,Pitimbu,Pitimbu,Nordeste,Nordeste,PB,Paraíba
2512002,Pocinhos,Pocinhos,Nordeste,Nordeste,PB,Paraíba
2512036,Poço Dantas,Poço Dantas,Nordeste,Nordeste,PB,Paraíba
2512077,Poço de José de Moura,Poço de José de Moura,Nordeste,Nordeste,PB,Paraíba
2512101,Pombal,Pombal,Nordeste,Nordeste,PB,Paraíba
2512200,Prata,Prata,Nordeste,Nordeste,PB,Paraíba
2512309,Princesa Isabel,Princesa Isabel,Nordeste,Nordeste,PB,Paraíba
2512408,Puxinanã,Puxinanã,Nordeste,Nordeste,PB,Paraíba
2512507,Queimadas,Queimadas,Nordeste,Nordeste,PB,Paraíba
2512606,Quixaba,Quixaba,Nordeste,Nordeste,PB,Paraíba
2512705,Remígio,Remígio,Nordeste,Nordeste,PB,Paraíba
2512721,Pedro Régis,Pedro Régis,Nordeste,Nordeste,PB,Paraíba
2512747,Riachão,Riachão,Nordeste,Nordeste,PB,Paraíba
2512754,Riachão do Bacamarte,Riachão do Bacamarte,Nordeste,Nordeste,PB,Paraíba
2512788,Riacho de Santo Antônio,Riacho de Santo Antônio,Nordeste,Nordeste,PB,Paraíba
2512804,Riacho dos Cavalos,Riacho dos Cavalos,Nordeste,Nordeste,PB,Paraíba
2512903,Rio Tinto,Rio Tinto,Nordeste,Nordeste,PB,Paraíba
2513000,Salgadinho,Salgadinho,Nordeste,Nordeste,PB,Paraíba
2513109,Salgado de São Félix,Salgado de São Félix,Nordeste,Nordeste,PB,Paraíba
2513208,Santa Cruz,Santa Cruz,Nordeste,Nordeste,PB,Paraíba
2513307,Santa Helena,Santa Helena,Nordeste,Nordeste,PB,Paraíba
2513356,Santa Inês,Santa Inês,Nordeste,Nordeste,PB,Paraíba
2513406,Santa Luzia,Santa Luzia,Nordeste,Nordeste,PB,Paraíba
2513505,Santana de Mangueira,Santana de Mangueira,Nordeste,Nordeste,PB,Paraíba
2513604,Santana dos Garrotes,Santana dos Garrotes,Nordeste,Nordeste,PB,Paraíba
2513653,Joca Claudino,Joca Claudino,Nordeste,Nordeste,PB,Paraíba
2513703,Santa Rita,Santa Rita,Nordeste,Nordeste,PB,Paraíba
2513802,Santa Teresinha,Santa Teresinha,Nordeste,Nordeste,PB,Paraíba
2513851,Santo André,Santo André,Nordeste,Nordeste,PB,Paraíba
2513901,São Bento,São Bento,Nordeste,Nordeste,PB,Paraíba
2513927,São Bentinho,São Bentinho,Nordeste,Nordeste,PB,Paraíba
2513943,São Domingos do Cariri,São Domingos do Cariri,Nordeste,Nordeste,PB,Paraíba
2513984,São Francisco,São Francisco,Nordeste,Nordeste,PB,Paraíba
2514008,São João do Cariri,São João do Cariri,Nordeste,Nordeste,PB,Paraíba
2514206,São José da Lagoa Tapada,São José da Lagoa Tapada,Nordeste,Nordeste,PB,Paraíba
2514305,São José de Caiana,São José de Caiana,Nordeste,Nordeste,PB,Paraíba
2514404,São José de Espinharas,São José de Espinharas,Nordeste,Nordeste,PB,Paraíba
2514453,São José dos Ramos,São José dos Ramos,Nordeste,Nordeste,PB,Paraíba
2514503,São José de Piranhas,São José de Piranhas,Nordeste,Nordeste,PB,Paraíba
2514552,São José de Princesa,São José de Princesa,Nordeste,Nordeste,PB,Paraíba
2514602,São José do Bonfim,São José do Bonfim,Nordeste,Nordeste,PB,Paraíba
2514651,São José do Brejo do Cruz,São José do Brejo do Cruz,Nordeste,Nordeste,PB,Paraíba
2514701,São José do Sabugi,São José do Sabugi,Nordeste,Nordeste,PB,Paraíba
2514800,São José dos Cordeiros,São José dos Cordeiros,Nordeste,Nordeste,PB,Paraíba
2514909,São Mamede,São Mamede,Nordeste,Nordeste,PB,Paraíba
2515005,São Miguel de Taipu,São Miguel de Taipu,Nordeste,Nordeste,PB,Paraíba
2515104,São Sebastião de Lagoa de Roça,São Sebastião de Lagoa de Roça,Nordeste,Nordeste,PB,Paraíba
2515203,São Sebastião do Umbuzeiro,São Sebastião do Umbuzeiro,Nordeste,Nordeste,PB,Paraíba
2515302,Sapé,Sapé,Nordeste,Nordeste,PB,Paraíba
2515401,São Vicente do Seridó,São Vicente do Seridó,Nordeste,Nordeste,PB,Paraíba
2515500,Serra Branca,Serra Branca,Nordeste,Nordeste,PB,Paraíba
2515609,Serra da Raiz,Serra da Raiz,Nordeste,Nordeste,PB,Paraíba
2515708,Serra Grande,Serra Grande,Nordeste,Nordeste,PB,Paraíba
2515807,Serra Redonda,Serra Redonda,Nordeste,Nordeste,PB,Paraíba
2515906,Serraria,Serraria,Nordeste,Nordeste,PB,Paraíba
2515930,Sertãozinho,Sertãozinho,Nordeste,Nordeste,PB,Paraíba
2515971,Sobrado,Sobrado,Nordeste,Nordeste,PB,Paraíba
2516003,Solânea,Solânea,Nordeste,Nordeste,PB,Paraíba
2516102,Soledade,Soledade,Nordeste,Nordeste,PB,Paraíba
2516151,Sossêgo,Sossêgo,Nordeste,Nordeste,PB,Paraíba
2516300,Sumé,Sumé,Nordeste,Nordeste,PB,Paraíba
2516409,Tacima,Tacima,Nordeste,Nordeste,PB,Paraíba
2516508,Taperoá,Taperoá,Nordeste,Nordeste,PB,Paraíba
2516607,Tavares,Tavares,Nordeste,Nordeste,PB,Paraíba
2516706,Teixeira,Teixeira,Nordeste,Nordeste,PB,Paraíba
2516805,Triunfo,Triunfo,Nordeste,Nordeste,PB,Paraíba
2516904,Uiraúna,Uiraúna,Nordeste,Nordeste,PB,Paraíba
2517001,Umbuzeiro,Umbuzeiro,Nordeste,Nordeste,PB,Paraíba
2517100,Várzea,Várzea,Nordeste,Nordeste,PB,Paraíba
2517209,Vieirópolis,Vieirópolis,Nordeste,Nordeste,PB,Paraíba
2517407,Zabelê,Zabelê,Nordeste,Nordeste,PB,Paraíba
2600054,Abreu e Lima,Abreu e Lima,Nordeste,Nordeste,PE,Pernambuco
2600104,Afogados da Ingazeira,Afogados da Ingazeira,Nordeste,Nordeste,PE,Pernambuco
2600203,Afrânio,Afrânio,Nordeste,Nordeste,PE,Pernambuco
2600302,Agrestina,Agrestina,Nordeste,Nordeste,PE,Pernambuco
2600500,Águas Belas,Águas Belas,Nordeste,Nordeste,PE,Pernambuco
2600609,Alagoinha,Alagoinha,Nordeste,Nordeste,PE,Pernambuco
2600708,Aliança,Aliança,Nordeste,Nordeste,PE,Pernambuco
2600807,Altinho,Altinho,Nordeste,Nordeste,PE,Pernambuco
2601003,Angelim,Angelim,Nordeste,Nordeste,PE,Pernambuco
2601052,Araçoiaba,Araçoiaba,Nordeste,Nordeste,PE,Pernambuco
2601102,Araripina,Araripina,Nordeste,Nordeste,PE,Pernambuco
2601201,Arcoverde,Arcoverde,Nordeste,Nordeste,PE,Pernambuco
2601300,Barra de Guabiraba,Barra de Guabiraba,Nordeste,Nordeste,PE,Pernambuco
2601409,Barreiros,Barreiros,Nordeste,Nordeste,PE,Pernambuco
2601508,Belém de Maria,Belém de Maria,Nordeste,Nordeste,PE,Pernambuco
2601607,Belém do São Francisco,Belém do São Francisco,Nordeste,Nordeste,PE,Pernambuco
2601706,Belo Jardim,Belo Jardim,Nordeste,Nordeste,PE,Pernambuco
2601805,Betânia,Betânia,Nordeste,Nordeste,PE,Pernambuco
2601904,Bezerros,Bezerros,Nordeste,Nordeste,PE,Pernambuco
2602001,Bodocó,Bodocó,Nordeste,Nordeste,PE,Pernambuco
2602100,Bom Conselho,Bom Conselho,Nordeste,Nordeste,PE,Pernambuco
2602209,Bom Jardim,Bom Jardim,Nordeste,Nordeste,PE,Pernambuco
2602308,Bonito,Bonito,Nordeste,Nordeste,PE,Pernambuco
2602407,Brejão,Brejão,Nordeste,Nordeste,PE,Pernambuco
2602506,Brejinho,Brejinho,Nordeste,Nordeste,PE,Pernambuco
2602605,Brejo da Madre de Deus,Brejo da Madre de Deus,Nordeste,Nordeste,PE,Pernambuco
2602704,Buenos Aires,Buenos Aires,Nordeste,Nordeste,PE,Pernambuco
2602803,Buíque,Buíque,Nordeste,Nordeste,PE,Pernambuco
2602902,Cabo de Santo Agostinho,Cabo de Santo Agostinho,Nordeste,Nordeste,PE,Pernambuco
2603009,Cabrobó,Cabrobó,Nordeste,Nordeste,PE,Pernambuco
2603108,Cachoeirinha,Cachoeirinha,Nordeste,Nordeste,PE,Pernambuco
2603207,Caetés,Caetés,Nordeste,Nordeste,PE,Pernambuco
2603306,Calçado,Calçado,Nordeste,Nordeste,PE,Pernambuco
2603405,Calumbi,Calumbi,Nordeste,Nordeste,PE,Pernambuco
2603454,Camaragibe,Camaragibe,Nordeste,Nordeste,PE,Pernambuco
2603504,Camocim de São Félix,Camocim de São Félix,Nordeste,Nordeste,PE,Pernambuco
2603603,Camutanga,Camutanga,Nordeste,Nordeste,PE,Pernambuco
2603702,Canhotinho,Canhotinho,Nordeste,Nordeste,PE,Pernambuco
2603801,Capoeiras,Capoeiras,Nordeste,Nordeste,PE,Pernambuco
2603900,Carnaíba,Carnaíba,Nordeste,Nordeste,PE,Pernambuco
2603926,Carnaubeira da Penha,Carnaubeira da Penha,Nordeste,Nordeste,PE,Pernambuco
2604007,Carpina,Carpina,Nordeste,Nordeste,PE,Pernambuco
2604106,Caruaru,Caruaru,Nordeste,Nordeste,PE,Pernambuco
2604155,Casinhas,Casinhas,Nordeste,Nordeste,PE,Pernambuco
2604205,Catende,Catende,Nordeste,Nordeste,PE,Pernambuco
2604304,Cedro,Cedro,Nordeste,Nordeste,PE,Pernambuco
2604403,Chã de Alegria,Chã de Alegria,Nordeste,Nordeste,PE,Pernambuco
2604502,Chã Grande,Chã Grande,Nordeste,Nordeste,PE,Pernambuco
2604601,Condado,Condado,Nordeste,Nordeste,PE,Pernambuco
2604700,Correntes,Correntes,Nordeste,Nordeste,PE,Pernambuco
2604809,Cortês,Cortês,Nordeste,Nordeste,PE,Pernambuco
2604908,Cumaru,Cumaru,Nordeste,Nordeste,PE,Pernambuco
2605004,Cupira,Cupira,Nordeste,Nordeste,PE,Pernambuco
2605103,Custódia,Custódia,Nordeste,Nordeste,PE,Pernambuco
2605152,Dormentes,Dormentes,Nordeste,Nordeste,PE,Pernambuco
2605202,Escada,Escada,Nordeste,Nordeste,PE,Pernambuco
2605301,Exu,Exu,Nordeste,Nordeste,PE,Pernambuco
2605400,Feira Nova,Feira Nova,Nordeste,Nordeste,PE,Pernambuco
2605459,Fernando de Noronha,Fernando de Noronha,Nordeste,Nordeste,PE,Pernambuco
2605509,Ferreiros,Ferreiros,Nordeste,Nordeste,PE,Pernambuco
2605608,Flores,Flores,Nordeste,Nordeste,PE,Pernambuco
2605707,Floresta,Floresta,Nordeste,Nordeste,PE,Pernambuco
2605806,Frei Miguelinho,Frei Miguelinho,Nordeste,Nordeste,PE,Pernambuco
2606002,Garanhuns,Garanhuns,Nordeste,Nordeste,PE,Pernambuco
2606101,Glória do Goitá,Glória do Goitá,Nordeste,Nordeste,PE,Pernambuco
2606200,Goiana,Goiana,Nordeste,Nordeste,PE,Pernambuco
2606309,Granito,Granito,Nordeste,Nordeste,PE,Pernambuco
2606408,Gravatá,Gravatá,Nordeste,Nordeste,PE,Pernambuco
2606606,Ibimirim,Ibimirim,Nordeste,Nordeste,PE,Pernambuco
2606705,Ibirajuba,Ibirajuba,Nordeste,Nordeste,PE,Pernambuco
2606804,Igarassu,Igarassu,Nordeste,Nordeste,PE,Pernambuco
2606903,Iguaracy,Iguaracy,Nordeste,Nordeste,PE,Pernambuco
2607109,Ingazeira,Ingazeira,Nordeste,Nordeste,PE,Pernambuco
2607208,Ipojuca,Ipojuca,Nordeste,Nordeste,PE,Pernambuco
2607307,Ipubi,Ipubi,Nordeste,Nordeste,PE,Pernambuco
2607406,Itacuruba,Itacuruba,Nordeste,Nordeste,PE,Pernambuco
2607505,Itaíba,Itaíba,Nordeste,Nordeste,PE,Pernambuco
2607604,Ilha de Itamaracá,Ilha de Itamaracá,Nordeste,Nordeste,PE,Pernambuco
2607703,Itapetim,Itapetim,Nordeste,Nordeste,PE,Pernambuco
2607752,Itapissuma,Itapissuma,Nordeste,Nordeste,PE,Pernambuco
2607802,Itaquitinga,Itaquitinga,Nordeste,Nordeste,PE,Pernambuco
2607901,Jaboatão dos Guararapes,Jaboatão dos Guararapes,Nordeste,Nordeste,PE,Pernambuco
2608008,Jataúba,Jataúba,Nordeste,Nordeste,PE,Pernambuco
2608057,Jatobá,Jatobá,Nordeste,Nordeste,PE,Pernambuco
2608107,João Alfredo,João Alfredo,Nordeste,Nordeste,PE,Pernambuco
2608206,Joaquim Nabuco,Joaquim Nabuco,Nordeste,Nordeste,PE,Pernambuco
2608255,Jucati,Jucati,Nordeste,Nordeste,PE,Pernambuco
2608305,Jupi,Jupi,Nordeste,Nordeste,PE,Pernambuco
2608404,Jurema,Jurema,Nordeste,Nordeste,PE,Pernambuco
2608453,Lagoa do Carro,Lagoa do Carro,Nordeste,Nordeste,PE,Pernambuco
2608503,Lagoa de Itaenga,Lagoa de Itaenga,Nordeste,Nordeste,PE,Pernambuco
2608602,Lagoa do Ouro,Lagoa do Ouro,Nordeste,Nordeste,PE,Pernambuco
2608701,Lagoa dos Gatos,Lagoa dos Gatos,Nordeste,Nordeste,PE,Pernambuco
2608750,Lagoa Grande,Lagoa Grande,Nordeste,Nordeste,PE,Pernambuco
2608800,Lajedo,Lajedo,Nordeste,Nordeste,PE,Pernambuco
2608909,Limoeiro,Limoeiro,Nordeste,Nordeste,PE,Pernambuco
2609006,Macaparana,Macaparana,Nordeste,Nordeste,PE,Pernambuco
2609105,Machados,Machados,Nordeste,Nordeste,PE,Pernambuco
2609154,Manari,Manari,Nordeste,Nordeste,PE,Pernambuco
2609204,Maraial,Maraial,Nordeste,Nordeste,PE,Pernambuco
2609303,Mirandiba,Mirandiba,Nordeste,Nordeste,PE,Pernambuco
2609402,Moreno,Moreno,Nordeste,Nordeste,PE,Pernambuco
2609501,Nazaré da Mata,Nazaré da Mata,Nordeste,Nordeste,PE,Pernambuco
2609600,Olinda,Olinda,Nordeste,Nordeste,PE,Pernambuco
2609709,Orobó,Orobó,Nordeste,Nordeste,PE,Pernambuco
2609808,Orocó,Orocó,Nordeste,Nordeste,PE,Pernambuco
2609907,Ouricuri,Ouricuri,Nordeste,Nordeste,PE,Pernambuco
2610103,Palmeirina,Palmeirina,Nordeste,Nordeste,PE,Pernambuco
2610202,Panelas,Panelas,Nordeste,Nordeste,PE,Pernambuco
2610301,Paranatama,Paranatama,Nordeste,Nordeste,PE,Pernambuco
2610400,Parnamirim,Parnamirim,Nordeste,Nordeste,PE,Pernambuco
2610509,Passira,Passira,Nordeste,Nordeste,PE,Pernambuco
2610608,Paudalho,Paudalho,Nordeste,Nordeste,PE,Pernambuco
2610707,Paulista,Paulista,Nordeste,Nordeste,PE,Pernambuco
2610806,Pedra,Pedra,Nordeste,Nordeste,PE,Pernambuco
2610905,Pesqueira,Pesqueira,Nordeste,Nordeste,PE,Pernambuco
2611002,Petrolândia,Petrolândia,Nordeste,Nordeste,PE,Pernambuco
2611101,Petrolina,Petrolina,Nordeste,Nordeste,PE,Pernambuco
2611200,Poção,Poção,Nordeste,Nordeste,PE,Pernambuco
2611309,Pombos,Pombos,Nordeste,Nordeste,PE,Pernambuco
2611408,Primavera,Primavera,Nordeste,Nordeste,PE,Pernambuco
2611507,Quipapá,Quipapá,Nordeste,Nordeste,PE,Pernambuco
2611533,Quixaba,Quixaba,Nordeste,Nordeste,PE,Pernambuco
2611606,Recife,Recife,Nordeste,Nordeste,PE,Pernambuco
2611705,Riacho das Almas,Riacho das Almas,Nordeste,Nordeste,PE,Pernambuco
2611804,Ribeirão,Ribeirão,Nordeste,Nordeste,PE,Pernambuco
2611903,Rio Formoso,Rio Formoso,Nordeste,Nordeste,PE,Pernambuco
2612000,Sairé,Sairé,Nordeste,Nordeste,PE,Pernambuco
2612109,Salgadinho,Salgadinho,Nordeste,Nordeste,PE,Pernambuco
2612208,Salgueiro,Salgueiro,Nordeste,Nordeste,PE,Pernambuco
2612307,Saloá,Saloá,Nordeste,Nordeste,PE,Pernambuco
2612406,Sanharó,Sanharó,Nordeste,Nordeste,PE,Pernambuco
2612455,Santa Cruz,Santa Cruz,Nordeste,Nordeste,PE,Pernambuco
2612471,Santa Cruz da Baixa Verde,Santa Cruz da Baixa Verde,Nordeste,Nordeste,PE,Pernambuco
2612505,Santa Cruz do Capibaribe,Santa Cruz do Capibaribe,Nordeste,Nordeste,PE,Pernambuco
2612554,Santa Filomena,Santa Filomena,Nordeste,Nordeste,PE,Pernambuco
2612604,Santa Maria da Boa Vista,Santa Maria da Boa Vista,Nordeste,Nordeste,PE,Pernambuco
2612703,Santa Maria do Cambucá,Santa Maria do Cambucá,Nordeste,Nordeste,PE,Pernambuco
2612802,Santa Terezinha,Santa Terezinha,Nordeste,Nordeste,PE,Pernambuco
2612901,São Benedito do Sul,São Benedito do Sul,Nordeste,Nordeste,PE,Pernambuco
2613008,São Bento do Una,São Bento do Una,Nordeste,Nordeste,PE,Pernambuco
2613107,São Caitano,São Caitano,Nordeste,Nordeste,PE,Pernambuco
2613206,São João,São João,Nordeste,Nordeste,PE,Pernambuco
2613305,São Joaquim do Monte,São Joaquim do Monte,Nordeste,Nordeste,PE,Pernambuco
2613404,São José da Coroa Grande,São José da Coroa Grande,Nordeste,Nordeste,PE,Pernambuco
2613503,São José do Belmonte,São José do Belmonte,Nordeste,Nordeste,PE,Pernambuco
2613602,São José do Egito,São José do Egito,Nordeste,Nordeste,PE,Pernambuco
2613701,São Lourenço da Mata,São Lourenço da Mata,Nordeste,Nordeste,PE,Pernambuco
2613800,São Vicente Ferrer,São Vicente Férrer,Nordeste,Nordeste,PE,Pernambuco
2613909,Serra Talhada,Serra Talhada,Nordeste,Nordeste,PE,Pernambuco
2614006,Serrita,Serrita,Nordeste,Nordeste,PE,Pernambuco
2614105,Sertânia,Sertânia,Nordeste,Nordeste,PE,Pernambuco
2614204,Sirinhaém,Sirinhaém,Nordeste,Nordeste,PE,Pernambuco
2614303,Moreilândia,Moreilândia,Nordeste,Nordeste,PE,Pernambuco
2614402,Solidão,Solidão,Nordeste,Nordeste,PE,Pernambuco
2614501,Surubim,Surubim,Nordeste,Nordeste,PE,Pernambuco
2614600,Tabira,Tabira,Nordeste,Nordeste,PE,Pernambuco
2614709,Tacaimbó,Tacaimbó,Nordeste,Nordeste,PE,Pernambuco
2614808,Tacaratu,Tacaratu,Nordeste,Nordeste,PE,Pernambuco
2614857,Tamandaré,Tamandaré,Nordeste,Nordeste,PE,Pernambuco
2615003,Taquaritinga do Norte,Taquaritinga do Norte,Nordeste,Nordeste,PE,Pernambuco
2615102,Terezinha,Terezinha,Nordeste,Nordeste,PE,Pernambuco
2615201,Terra Nova,Terra Nova,Nordeste,Nordeste,PE,Pernambuco
2615300,Timbaúba,Timbaúba,Nordeste,Nordeste,PE,Pernambuco
2615409,Toritama,Toritama,Nordeste,Nordeste,PE,Pernambuco
2615508,Tracunhaém,Tracunhaém,Nordeste,Nordeste,PE,Pernambuco
2615607,Trindade,Trindade,Nordeste,Nordeste,PE,Pernambuco
2615706,Triunfo,Triunfo,Nordeste,Nordeste,PE,Pernambuco
2615805,Tupanatinga,Tupanatinga,Nordeste,Nordeste,PE,Pernambuco
2615904,Tuparetama,Tuparetama,Nordeste,Nordeste,PE,Pernambuco
2616001,Venturosa,Venturosa,Nordeste,Nordeste,PE,Pernambuco
2616100,Verdejante,Verdejante,Nordeste,Nordeste,PE,Pernambuco
2616183,Vertente do Lério,Vertente do Lério,Nordeste,Nordeste,PE,Pernambuco
2616209,Vertentes,Vertentes,Nordeste,Nordeste,PE,Pernambuco
2616308,Vicência,Vicência,Nordeste,Nordeste,PE,Pernambuco
2616407,Vitória de Santo Antão,Vitória de Santo Antão,Nordeste,Nordeste,PE,Pernambuco
2616506,Xexéu,Xexéu,Nordeste,Nordeste,PE,Pernambuco
2700102,Água Branca,Água Branca,Nordeste,Nordeste,AL,Alagoas
2700201,Anadia,Anadia,Nordeste,Nordeste,AL,Alagoas
2700300,Arapiraca,Arapiraca,Nordeste,Nordeste,AL,Alagoas
2700409,Atalaia,Atalaia,Nordeste,Nordeste,AL,Alagoas
2700508,Barra de Santo Antônio,Barra de Santo Antônio,Nordeste,Nordeste,AL,Alagoas
2700607,Barra de São Miguel,Barra de São Miguel,Nordeste,Nordeste,AL,Alagoas
2700706,Batalha,Batalha,Nordeste,Nordeste,AL,Alagoas
2700805,Belém,Belém,Nordeste,Nordeste,AL,Alagoas
2700904,Belo Monte,Belo Monte,Nordeste,Nordeste,AL,Alagoas
2701001,Boca da Mata,Boca da Mata,Nordeste,Nordeste,AL,Alagoas
2701100,Branquinha,Branquinha,Nordeste,Nordeste,AL,Alagoas
2701209,Cacimbinhas,Cacimbinhas,Nordeste,Nordeste,AL,Alagoas
2701308,Cajueiro,Cajueiro,Nordeste,Nordeste,AL,Alagoas
2701357,Campestre,Campestre,Nordeste,Nordeste,AL,Alagoas
2701407,Campo Alegre,Campo Alegre,Nordeste,Nordeste,AL,Alagoas
2701506,Campo Grande,Campo Grande,Nordeste,Nordeste,AL,Alagoas
2701605,Canapi,Canapi,Nordeste,Nordeste,AL,Alagoas
2701704,Capela,Capela,Nordeste,Nordeste,AL,Alagoas
2701803,Carneiros,Carneiros,Nordeste,Nordeste,AL,Alagoas
2701902,Chã Preta,Chã Preta,Nordeste,Nordeste,AL,Alagoas
2702009,Coité do Nóia,Coité do Nóia,Nordeste,Nordeste,AL,Alagoas
2702108,Colônia Leopoldina,Colônia Leopoldina,Nordeste,Nordeste,AL,Alagoas
2702207,Coqueiro Seco,Coqueiro Seco,Nordeste,Nordeste,AL,Alagoas
2702306,Coruripe,Coruripe,Nordeste,Nordeste,AL,Alagoas
2702355,Craíbas,Craíbas,Nordeste,Nordeste,AL,Alagoas
2702405,Delmiro Gouveia,Delmiro Gouveia,Nordeste,Nordeste,AL,Alagoas
2702504,Dois Riachos,Dois Riachos,Nordeste,Nordeste,AL,Alagoas
2702553,Estrela de Alagoas,Estrela de Alagoas,Nordeste,Nordeste,AL,Alagoas
2702603,Feira Grande,Feira Grande,Nordeste,Nordeste,AL,Alagoas
2702702,Feliz Deserto,Feliz Deserto,Nordeste,Nordeste,AL,Alagoas
2702801,Flexeiras,Flexeiras,Nordeste,Nordeste,AL,Alagoas
2702900,Girau do Ponciano,Girau do Ponciano,Nordeste,Nordeste,AL,Alagoas
2703007,Ibateguara,Ibateguara,Nordeste,Nordeste,AL,Alagoas
2703106,Igaci,Igaci,Nordeste,Nordeste,AL,Alagoas
2703205,Igreja Nova,Igreja Nova,Nordeste,Nordeste,AL,Alagoas
